,text,served_dish,spatial_relation,city,timeRange,country,restaurant_type,restaurant_name,sort,cuisine,party_size_description,facility,poi,state,party_size_number
1822,book a table for 1 at a restaurant,,,,,,restaurant,,,,,,,,1
1823,Book a CO table at Windows on the World,,,,,,,Windows on the World,,,,,,CO,
1824,Get me a reservation for 1 somewhere in Spade at seventeen o'clock,,,Spade,seventeen o'clock,,,,,,,,,,1
1825,Find me a table for two at seven somewhere in Australia,,,,seven,Australia,,,,,,,,,two
1826,"book a table for one at Montyâs Hotel, Secunderabad",,,,,,,"Montyâs Hotel, Secunderabad",,,,,,,one
1827,I want to eat choucroute at a brasserie for 8 ,choucroute,,,,,brasserie,,,,,,,,8
1828,"I need a bar for four that serves argentinian in D'Iberville , WY for twelve PM",,,D'Iberville,twelve PM,,bar,,,argentinian,,,,WY,four
1829,book a spot at a Crown Burgers that is close by  West Compton,,close by,West Compton,,,,Crown Burgers,,,,,,,
1830,Book a table at T-Rex  in one minute in Osierfield,,,Osierfield,in one minute,,,T-Rex,,,,,,,
1831,Book a restaurant at a steakhouse  around  in town that serves empanada for me and my son,empanada,around,,,,steakhouse,,,,me and my son,,in town,,
1832,Please get seating for me and my children,,,,,,,,,,me and my children,,,,
1833,book a restaurant for seven on last december in Kentucky,,,,last december,,restaurant,,,,,,,Kentucky,seven
1834,Book a Theme restaurant in Cameroon for 6 people.,,,,,Cameroon,,Theme restaurant,,,,,,,6
1835,"Book reservations at a restaurant with vickie and caitlin on February the second, 2018",,,,"February the second, 2018",,restaurant,,,,vickie and caitlin,,,,
1836,"Book a diner place or me and my best friend on Holy Saturday , capital of United Arab Emirates , where they serve pepperoni dishes",pepperoni,,,Holy Saturday,United Arab Emirates,diner,,,,me and my best friend,,,,
1837,I need a reservation for eight at The Original Soup Man in Northern Mariana Islands,,,,,,,The Original Soup Man,,,,,,Northern Mariana Islands,eight
1838,book a spot for one at a restaurant in ID,,,,,,restaurant,,,,,,,ID,one
1839,book a table around  London Borough of Ealing that is highly rated in a gluten free  bar,,around,,,,bar,,highly rated,gluten free,,,London Borough of Ealing,,
1840,Book me a lunch at Boreas for a party of 8 ,,,,lunch,,,Boreas,,,,,,,8
1841,Book a table for my granddaughter and I at the highly rated  restaurant that is close by in Tuvalu .,,close by,,,Tuvalu,restaurant,,highly rated,,my granddaughter and I,,,,
1842,Book a restaurant  within the same area of Ely for 10 people.,,within the same area,Ely,,,restaurant,,,,,,,,10
1843,I need a restaurant that has internet access for a party of six,,,,,,restaurant,,,,,internet,,,six
1844,Make me a reservation at a bar for a party of 7 in indonesian,,,,,,bar,,,indonesian,,,,,7
1845,I'd like a table for 3 at a brasserie in Hillview  NE that has mineiro,,,Hillview,,,brasserie,,,mineiro,,,,NE,3
1846,book a spot at Leopold Cafe in Bhutan,,,,,Bhutan,,Leopold Cafe,,,,,,,
1847,Reserve a table for ten people in Brenham  in 5 years .,,,Brenham,in 5 years,,,,,,,,,,ten
1848,Get me reservations for an indoor  Honduras  restaurant .,,,,,Honduras,restaurant,,,,,indoor,,,
1849,"I need a reservation for february 27, 2020 at a bar that serves patÃ©",patÃ©,,,"february 27, 2020",,bar,,,,,,,,
1850,Make me a reservation for elvira and I in Brazil,,,,,Brazil,,,,,elvira and I,,,,
1851,book a spot at an indoor  gastropub in NY,,,,,,gastropub,,,,,indoor,,NY,
1852,Book a reservation for a popular  bakery in Patetown,,,Patetown,,,bakery,,popular,,,,,,
1853,Book a steakhouse with a pool for eight people.,,,,,,steakhouse,,,,,pool,,,eight
1854,book a southeastern  restaurant in Heard Island and McDonald Islands,,,,,Heard Island and McDonald Islands,restaurant,,,southeastern,,,,,
1855,book a spot for 8 at a popular  taverna,,,,,,taverna,,popular,,,,,,8
1856,I would like to book a tea house at 08:05,,,,08:05,,tea house,,,,,,,,
1857,I need a reservation for 2  within walking distance of Hoyt St,,within walking distance,,,,,,,,,,Hoyt St,,2
1858,Book me a restaurant reservation in Madagascar,,,,,Madagascar,restaurant,,,,,,,,
1859,book a spot at a taverna with internet in Mississippi,,,,,,taverna,,,,,internet,,Mississippi,
1860,I would like to book a frozen yogurt  restaurant for one,frozen yogurt,,,,,restaurant,,,,,,,,one
1861,Need book a restaurant for this Autumn in Illinois,,,,this Autumn,,restaurant,,,,,,,Illinois,
1862,I need to book a restaurant at supper time in IL,,,,supper,,restaurant,,,,,,,IL,
1863,Book a restaurant in Switzerland for 3 .,,,,,Switzerland,restaurant,,,,,,,,3
1864,"i'd like reservations for two at a pizzeria , 22 weeks from now .",,,,22 weeks from now,,pizzeria,,,,,,,,two
1865,Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10 ,,,,,Liberia,cafeteria,country,,,,,,,10
1866,Please reserve a table for five to get chicken fingers at a cafeteria in Mexico .,chicken fingers,,,,Mexico,cafeteria,,,,,,,,five
1867,Book a restaurant in the Marshall Islands for two people.,,,,,,restaurant,,,,,,,Marshall Islands,two
1868,book a restaurant for seven,,,,,,restaurant,,,,,,,,seven
1869,"Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024",,,,"Apr. 7th, 2024",,,Grecian Coffee House,,,,,,,7
1870,book for seven at Cozy Dog Drive In,,,,,,,Cozy Dog Drive In,,,,,,,seven
1871,Find a reservation in Hesston  NC at a new restaurant,,,Hesston,,,restaurant,,,,,,,NC,
1872,book a restaurant for 4,,,,,,restaurant,,,,,,,,4
1873,"book a restaurant  this week for joni, wilda sanders and I in AL",,,,this week,,restaurant,,,,"joni, wilda sanders and I",,,AL,
1874,I need to go to a restaurant a safe distant from the United States,,distant,,,United States,restaurant,,,,,,,,
1875,I need a reservation in Steele City ,,,Steele City,,,,,,,,,,,
1876,Book a table somewhere in Dominica for 2 minutes from now,,,,2 minutes from now,Dominica,,,,,,,,,
1877,Book reservations at Phase 1 in La Jara,,,La Jara,,,,Phase 1,,,,,,,
1878,"book a table for June the thirteenth, 2033 in Saint BarthÃ©lemy for 6 at an indoor  tea house",,,,"June the thirteenth, 2033",Saint BarthÃ©lemy,tea house,,,,,indoor,,,6
1879,i want to eat a highly rated  breakfast  restaurant,,,,breakfast,,restaurant,,highly rated,,,,,,
1880,I need a reservation for a party of ten in Algeria .,,,,,Algeria,,,,,,,,,ten
1881,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands,foie gras,,,halloween,,restaurant,,,,,,,Northern Mariana Islands,two
1882,Book me a table at The Restaurant at Meadowood  within the same area in Kentucky,,within the same area,,,,,The Restaurant at Meadowood,,,,,,Kentucky,
1883,I need a restaurant for a party of three,,,,,,restaurant,,,,,,,,three
1884,Book restaurant for party of 7 at a pub in Ford Heights,,,Ford Heights,,,pub,,,,,,,,7
1885,Book a table at a brasserie type restaurant that serves jain for a party of 8,,,,,,restaurant,,,jain,,,,,8
1886,"I want to book a bar in Bow Mar , New Mexico",,,Bow Mar,,,bar,,,,,,,New Mexico,
1887,I want to eat at a brasserie that has internet  near  Greenland at elevenses .,,near,Greenland,elevenses,,brasserie,,,,,internet,,,
1888,Book a reservation for me and my wife at The Middle East in Guernsey,,,,,Guernsey,,The Middle East,,,me and my wife,,,,
1889,I need a reservation for January 9 at a restaurant that serves souvlaki  nearby  Cypress Av for a party of 1,souvlaki,nearby,,January 9,,restaurant,,,,,,Cypress Av,,1
1890,Need table for two in Pleasant City,,,Pleasant City,,,,,,,,,,,two
1891,"book for jessie, dale wright and lupe at a bistro on feb. 20, 2040",,,,"feb. 20, 2040",,bistro,,,,"jessie, dale wright and lupe",,,,
1892,book a spot for 1 at a restaurant this Evening,,,,Evening,,restaurant,,,,,,,,1
1893,I want to book Dinner by Heston Blumenthal in AL .,,,,,,,Dinner by Heston Blumenthal,,,,,,AL,
1894,Book a restaurant for a meal for 4 people.,,,,meal,,restaurant,,,,,,,,4
1895,BOok me a table for 5 at a best rated  restaurant in Italy,,,,,Italy,restaurant,,best rated,,,,,,5
1896,book a table at one o'clock at a bar that has parking,,,,one o'clock,,bar,,,,,parking,,,
1897,book a spot at The Red Onion in San Marino for next week,,,,next week,San Marino,,The Red Onion,,,,,,,
1898,book a table for six at Hubbell House in NE,,,,,,,Hubbell House,,,,,,NE,six
1899,I need a restaurant in Iowa for 0 o'clock,,,,0 o'clock,,restaurant,,,,,,,Iowa,
1900,book a table for three at 0 am at a bar with wifi in Schuyler Lake,,,Schuyler Lake,0 am,,bar,,,,,wifi,,,three
1901,Book a restaurant for one for this month .,,,,this month,,restaurant,,,,,,,,one
1902,book a table at Atlantic Grill in Lofgreen,,,Lofgreen,,,,Atlantic Grill,,,,,,,
1903,I'm looking for the best  bistro that serves mongolian food that has room for two people in Marshall Islands .,,,,,Marshall Islands,bistro,,best,mongolian,,,,,two
1904,book a restaurant for three on feb. 18,,,,feb. 18,,restaurant,,,,,,,,three
1905,Find a pub for me in FM,,,,,,pub,,,,,,,FM,
1906,Book a reservation for a bistro,,,,,,bistro,,,,,,,,
1907,I need a table at a steakhouse in Encino that serves meatcake,meatcake,,Encino,,,steakhouse,,,,,,,,
1908,Book a reservation for bettye and lakeisha jimenez at a bar,,,,,,bar,,,,bettye and lakeisha jimenez,,,,
1909,Book a reservation for seven people at a bar in Kentucky,,,,,,bar,,,,,,,Kentucky,seven
1910,Need a table for a party of 3 in Laos at a Theme restaurant,,,,,Laos,,Theme restaurant,,,,,,,3
1911,Book me a reservation nearby my neighborhood,,nearby,,,,,,,,,,neighborhood,,
1912,Book a table at any restaurant for eight people,,,,,,restaurant,,,,,,,,eight
1913,book for sherry and concepcion in Nunam Iqua at the best  restaurant,,,Nunam Iqua,,,restaurant,,best,,sherry and concepcion,,,,
1914,I have a party of 8 and we want to go to a restaurant that serves croquembouche,croquembouche,,,,,restaurant,,,,,,,,8
1915,Book a table for nine at Canteen Lunch in the Alley at Midnight,,,,Midnight,,,Canteen Lunch in the Alley,,,,,,,nine
1916,I would like to book a food truck with mughlai cuisine in Somalia,,,,,Somalia,food truck,,,mughlai,,,,,
1917,Book a reservation for one at a highly rated  restaurant in Datil,,,Datil,,,restaurant,,highly rated,,,,,,one
1918,"Book a restaurant in Goshenville  PR for October 16, 2038 .",,,Goshenville,"October 16, 2038",,restaurant,,,,,,,PR,
1919,book indian food at a highly rated  pub for 1 for 02:22 pm,,,,02:22 pm,,pub,,highly rated,indian,,,,,1
1920,book me a reservation at a highly rated  tavern in Hornersville,,,Hornersville,,,tavern,,highly rated,,,,,,
1921,"I need a place that serves smelt for a party of 4 , preferably a taverna",smelt,,,,,taverna,,,,,,,,4
1922,I want to book the Black Cat Bar in AR,,,,,,,Black Cat Bar,,,,,,AR,
1923,book at table at Forest Av  restaurant  close-by for 2  1 second from now,,close-by,,1 second from now,,restaurant,,,,,,Forest Av,,2
1924,table for eight at The Berghoff in Sistersville in Jul.,,,Sistersville,Jul.,,,The Berghoff,,,,,,,eight
1925,At 8 AM I want to eat at The Rosebud in the Federated States Of Micronesia,,,,8 AM,,,The Rosebud,,,,,,Federated States Of Micronesia,
1926,I would like to book a brasserie for nine in AR,,,,,,brasserie,,,,,,,AR,nine
1927,book a restaurant  not far from Municipal Borough of Ealing for today,,not far,,today,,restaurant,,,,,,Municipal Borough of Ealing,,
1928,Book the best  close-by  bar in Union City .,,close-by,,,,bar,,best,,,,Union City,,
1929,Book a restaurant  faraway from Albertson  now .,,faraway,Albertson,now,,restaurant,,,,,,,,
1930,"I want to book the distant  downtown  Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn",,distant,,"august the twenty-third, 2025",,,Tribeca Grill,,,wilda and jacklyn,,downtown,,
1931,book a bar in SC in Leonville,,,Leonville,,,bar,,,,,,,SC,
1932,book a spot for 1 at a pub with internet,,,,,,pub,,,,,internet,,,1
1933,"Book a spot for ten in Morris Ranch  SD on nov. the twenty-second, 2023",,,Morris Ranch,"nov. the twenty-second, 2023",,,,,,,,,SD,ten
1934,I want a table for me and my kids in Turkey at a neighboring  restaurant ,,neighboring,,,Turkey,restaurant,,,,me and my kids,,,,
1935,book a spot at a sushis  diner in Minnesota,sushis,,,,,diner,,,,,,,Minnesota,
1936,Book a restaurant that serves vezione verro  one second from now .,vezione verro,,,one second from now,,restaurant,,,,,,,,
1937,I'd like a reservation for Thornbury Castle  three hours from now in NM .,,,,three hours from now,,,Thornbury Castle,,,,,,NM,
1938,"I want to book a restaurant in a distant  ID  spa for lidia, latasha and diann .",,distant,,,,restaurant,,,,"lidia, latasha and diann",spa,,ID,
1939,book a table for 8 in China  16 hours ten minutes and one second from now,,,,16 hours ten minutes and one second from now,China,,,,,,,,,8
1940,Book a reservation for a popular  restaurant in Federated States Of Micronesia,,,,,,restaurant,,popular,,,,,Federated States Of Micronesia,
1941,book a table at Jacob Wirth Restaurant for 8,,,,,,,Jacob Wirth Restaurant,,,,,,,8
1942,Book a table for april twenty-second at a pub which serves creole,,,,april twenty-second,,pub,,,creole,,,,,
1943,Book a reservation for a taverna at Sunrise in Kaanapali,,,Kaanapali,Sunrise,,taverna,,,,,,,,
1944,Book a reservation for four in Cajah's Mountain  in 1 year,,,Cajah's Mountain,in 1 year,,,,,,,,,,four
1945,Book a cafeteria with wifi,,,,,,cafeteria,,,,,wifi,,,
1946,Can I reserve the Khedive Palace  restaurant for aug. fifth in Christina ?,,,Christina,aug. fifth,,restaurant,Khedive Palace,,,,,,,
1947,Find a restaurant in FM that servec quiche ,quiche,,,,,restaurant,,,,,,,FM,
1948,"Book a restaurant in Northern Mariana Islands with kristine, alisha and florine .",,,,,,restaurant,,,,"kristine, alisha and florine",,,Northern Mariana Islands,
1949,Book The Mustard Seed in Turks and Caicos Islands for 9 people.,,,,,Turks and Caicos Islands,,The Mustard Seed,,,,,,,9
1950,I want to book a restaurant,,,,,,restaurant,,,,,,,,
1951,Get me a reservation for two at a restaurant which serves burger .,burger,,,,,restaurant,,,,,,,,two
1952,I want to book a restaurant in Barbados that serves creole .,,,,,Barbados,restaurant,,,creole,,,,,
1953,I need a reservation for five at a top-rated  english  restaurant in Elma,,,Elma,,,restaurant,,top-rated,english,,,,,five
1954,I need a reservation at sunrise for melva and heidi at a local restaurant .,,,,sunrise,,restaurant,,,,melva and heidi,,,,
1955,I want to take me and my crew to the smoking room  restaurant,,,,,,restaurant,,,,me and my crew,smoking room,,,
1956,need a table at Colony in Sri Lanka  next year,,,,next year,Sri Lanka,,Colony,,,,,,,
1957,book a spot at Rimsky-Korsakoffee House in Mackville,,,Mackville,,,,Rimsky-Korsakoffee House,,,,,,,
1958,Book a brazilian  diner for 9 that's highly rated  within the same area as Comoros,,within the same area,,,Comoros,diner,,highly rated,brazilian,,,,,9
1959,Book reservation at a restaurant in South Mills  MT for one at 07:07,,,South Mills,07:07,,restaurant,,,,,,,MT,one
1960,"Book a restaurant with a pool  far from robbie's hostel for me, chandra and noelle at nine PM .",,far,,nine PM,,restaurant,,,,"me, chandra and noelle",pool,robbie's hostel,,
1961,I'd like to go to a restaurant in French Polynesia,,,,,French Polynesia,restaurant,,,,,,,,
1962,I would like to book a restaurant in Singapore for nine  in 19 hours and 1 second ,,,,in 19 hours and 1 second,Singapore,restaurant,,,,,,,,nine
1963,Book a restaurant for one person at three pm,,,,three pm,,restaurant,,,,,,,,one
1964,book a spot at a coffeehouse in New York with wifi at 8 pm,,,,8 pm,,coffeehouse,,,,,wifi,,New York,
1965,Can you get seating for 1 person at a cafeteria in Pauls Crossroads,,,Pauls Crossroads,,,cafeteria,,,,,,,,1
1966,I need a table at The Apple Pan for reva and bernadine,,,,,,,The Apple Pan,,,reva and bernadine,,,,
1967,I want a reservation for 11:16:07 at The Fort in South Carolina .,,,,11:16:07,,,The Fort,,,,,,South Carolina,
1968,I would like to book a highly rated  brasserie with souvlaki  neighboring  LA  next week ,,neighboring,,next week,,brasserie,,highly rated,souvlaki,,,,LA,
1969,Book a table for 3 at a top-rated  restaurant .,,,,,,restaurant,,top-rated,,,,,,3
1970,Book a restaurant in Kamrar for midday .,,,Kamrar,midday,,restaurant,,,,,,,,
1971,Book a bistro in New Zealand  in 119 and a half days .,,,,in 119 and a half days,New Zealand,bistro,,,,,,,,
1972,Book a brasserie restaurant at 18:28 and order wings .,wings,,,18:28,,brasserie restaurant,,,,,,,,
1973,Book a reservation for my babies and I,,,,,,,,,,my babies and I,,,,
1974,Book a reservation for a restaurant  not far from MA,,not far,,,,restaurant,,,,,,,MA,
1975,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,,within walking distance,,,Tanzania,restaurant,,,,my mom and I,,,,
1976,Book a reservation for an oyster bar,,,,,,oyster bar,,,,,,,,
1977,Book a reservation for 6 people for a creole  tavern in Montenegro,,,,,Montenegro,tavern,,,creole,,,,,6
1978,I need a table in Sacaton at a gluten free  restaurant,,,Sacaton,,,restaurant,,,gluten free,,,,,
1979,book sot for me and my grandfather  nearby  West Reading,,nearby,,,,,,,,me and my grandfather,,West Reading,,
1980,"Book me and my nieces a reservation for a seafood  restaurant in Cle Elum , NE on ascension day",seafood,,Cle Elum,ascension day,,restaurant,,,,me and my nieces,,,NE,
