,text,playlist_owner,music_item,entity_name,artist,playlist
1878,add joshua radin to my playlist called Futuros Hits,my,,,joshua radin,Futuros Hits
1879,Add Art Garfunkel to the Chill Tracks playlist.,,,,Art Garfunkel,Chill Tracks
1880,Add bryan gregory to the playlist Emily Dickinson ,,,,bryan gregory,Emily Dickinson
1881,Add another song to my  this is status quo playlist.,my,song,,,this is status quo
1882,add the album to my  sleep playlist,my,album,,,sleep
1883,add Run Rudolph Run to my  rockin' playlist,my,,Run Rudolph Run,,rockin'
1884,Would you put hammer onto the lunch playlist?,,,hammer,,lunch
1885,Put something by Noah Wuv Bernardo on my  Humor playlist,my,,,Noah Wuv Bernardo,Humor
1886,Find focus now list and add eylem to my playlist,my,,,eylem,focus now
1887,add this Eric Weissberg  song to my  Dance Workout,my,song,,Eric Weissberg,Dance Workout
1888,add Rak biszewilo to my playlist named Jazz,my,,Rak biszewilo,,Jazz
1889,put this tune on Guest List TaKe,,tune,,,Guest List TaKe
1890,Add Fear and Bullets to my  Chill Tracks playlist.,my,,Fear and Bullets,,Chill Tracks
1891,I'd like to put duett onto my  hot country playlist.,my,,duett,,hot country
1892,Add r u still in 2 it to the under the surface playlist,,,r u still in 2 it,,under the surface
1893,add this song by George Melly to my  90's Baby Makers playlist,my,song,,George Melly,90's Baby Makers
1894,"Add sugarolly days to my list, your favorite slaughterhouse",my,,sugarolly days,,your favorite slaughterhouse
1895,Add this tune to my  This Is Luis Fonsi playlist,my,tune,,,This Is Luis Fonsi
1896,Include in my dreams in the this is new edition playlist.,,,in my dreams,,this is new edition
1897,Add future to This Is Al Green,,,future,,This Is Al Green
1898,add steve winwood to my playlist old school metal,my,,,steve winwood,old school metal
1899,Add another song to the acoustic soul playlist.,,song,,,acoustic soul
1900,Add el pavo dustin to viajes,,,,el pavo dustin,viajes
1901,add The Muppet Show 2 to my  party through the decades,my,,The Muppet Show 2,,party through the decades
1902,add j p pickens to chill out playlist,,,,j p pickens,chill out
1903,add Monster Monster to my  throwback thursday playlist,my,,Monster Monster,,throwback thursday
1904,Add this track to the playlist kickass metal,,track,,,kickass metal
1905,add song to punk playlist,,song,,,punk
1906,Add changes & things to hot 50 playlist,,,changes & things,,hot 50
1907,Add george baker to hiphop hot 50,,,,george baker,hiphop hot 50
1908,Add this album ny bill callahan to my  Mi Casa Es La Tuya Playlist Oficial list.,my,album,,bill callahan,Mi Casa Es La Tuya Playlist Oficial
1909,Add the artist  LeAnn Rimes to the Women of Indie playlist.,,artist,,LeAnn Rimes,Women of Indie
1910,add sam sparro to my playlist called Beach Vibes,my,,,sam sparro,Beach Vibes
1911,edit Aux Cord Privileges playlist by putting this tune on it,,tune,,,Aux Cord Privileges
1912,add Tim Ryan to my  Grime Shutdown playlist,my,,,Tim Ryan,Grime Shutdown
1913,Can you put this tune onto erin's  house afterwork playlist?,erin's,tune,,,house afterwork
1914,Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre ?,,,,Martin Barre,Old Enough To Enjoy This
1915,Add artist to Latin Pop Hits,,artist,,,Latin Pop Hits
1916,play used to love her to my  this is animal collective playlist,my,,used to love her,,this is animal collective
1917,Add Guy Warren to my  bossa nova dinner playlist.,my,,,Guy Warren,bossa nova dinner
1918,Add arthur russell to my  Women of Disco playlist.,my,,,arthur russell,Women of Disco
1919,add Francesco De Gregori to my  classical new releases spotify picks playlist,my,,,Francesco De Gregori,classical new releases spotify picks
1920,Play Suus to my  the funny thing about football is playlist,my,,Suus,,the funny thing about football is
1921,Add outside the dream syndicate to millicent's  fresh electronic playlist,millicent's,,outside the dream syndicate,,fresh electronic
1922,Add this tune to the Duetos playlist,,tune,,,Duetos
1923,put playa fly onto my  2010 Decade playlist,my,,,playa fly,2010 Decade
1924,add that was only yesterday the last ep to my  Afternoon Train Ride playlist,my,,that was only yesterday the last ep,,Afternoon Train Ride
1925,I want to put this artist in Mellowed Out Gaming,,artist,,,Mellowed Out Gaming
1926,Add a rachael price  album to TODO EDM,,album,,rachael price,TODO EDM
1927,Put Strange Days onto the Fusion Fest playlist.,,,Strange Days,,Fusion Fest
1928,add this track to my  flamenco pa ti,my,track,,,flamenco pa ti
1929,add Philip Labonte to Women of R&B playlist,,,,Philip Labonte,Women of R&B
1930,add Kisaki to Family Road Trip playlist,,,,Kisaki,Family Road Trip
1931,add Volver to my  pop gaming playlist,my,,Volver,,pop gaming
1932,put Ramy Ayach on Latin Pop Rising,,,,Ramy Ayach,Latin Pop Rising
1933,Add the current artist to my  sxsw latin,my,artist,,,sxsw latin
1934,add tune to my  country playlist,my,tune,,,country
1935,Put nothing remains the same on my  summer music playlist,my,,nothing remains the same,,summer music
1936,add flying to my  Women of Rock playlist,my,,flying,,Women of Rock
1937,I'd like to put RyÅ Yamazaki onto my  sylvia plath playlist.,my,,RyÅ Yamazaki,,sylvia plath
1938,add sweets edison to relaxing playlist,,,,sweets edison,relaxing
1939,Add ana carolina to chill,,,,ana carolina,chill
1940,Add decade in the sun best of stereophonics to laundry .,,,decade in the sun best of stereophonics,,laundry
1941,add artist to my  friendesemana playlist,my,artist,,,friendesemana
1942,I'd like to have this track onto my  Classical Relaxations playlist.,my,track,,,Classical Relaxations
1943,Add the album to my  Flow EspaÃ±ol playlist.,my,album,,,Flow EspaÃ±ol
1944,add digging now to my  Young at Heart playlist,my,,Young at Heart,,digging now
1945,add this song by Too Poetic to my  Piano Ballads playlist,my,song,,Too Poetic,Piano Ballads
1946,Add this album to Old School Death Metal,,album,,,Old School Death Metal
1947,I need to add baro ferret to the Urban Hits under my name,my,,,baro ferret,Urban Hits
1948,Add the album to the Might and Myth Power Metal playlist.,,album,,,Might and Myth Power Metal
1949,"To the travelling playlist, please add this David Gahan  song .",,song,,David Gahan,travelling
1950,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,my,,,Pete Townshend,Fiesta Hits con Lali
1951,I'd like for Kasey Chambers 's tune to be an addition to my  Chips and Salsa playlist.,my,tune,,Kasey Chambers,Chips and Salsa
1952,Add Recalled to Life to This Is Alejandro FernÃ¡ndez,,,Recalled to Life,,This Is Alejandro FernÃ¡ndez
1953,add nuba to my  Metal Party playlist,my,,nuba,,Metal Party
1954,Add jo stafford music to the workout twerkout playlist,,,,jo stafford,workout twerkout
1955,Put Jean Philippe Goncalves onto my  running to rock 170 to 190 bpm .,my,,,Jean Philippe Goncalves,running to rock 170 to 190 bpm
1956,Add the song  virales de siempre by the cary brothers to my gym playlist.,my,song,,cary brothers,virales de siempre
1957,"Onto jerry's  Classical Moments in Movies , please add the album .",jerry's,album,,,Classical Moments in Movies
1958,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight CafÃ©,,,Beyond the Valley of 1984,,Folk Music At The Gaslight CafÃ©
1959,"Add Jerry Calliste, Jr to my  Te quiero playlist.",my,,,"Jerry Calliste, Jr",Te quiero
1960,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,,,,porter wagoner,The Sleep Machine Waterscapes
1961,Add the artist  mike to the Sexy as Folk playlist.,,artist,,mike,Sexy as Folk
1962,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,,Brazilian Flag Anthem,,Top 100 Alternative Tracks on Spotify
1963,Add Andy Hunter to my  Evening Commute playlist.,my,,,Andy Hunter,Evening Commute
1964,Put petar georgiev kalica onto the Old School Hip Hop playlist.,,,,petar georgiev kalica,Old School Hip Hop
1965,Can you add Larry Heard to my  laundry playlist?,my,,,Larry Heard,laundry
1966,Put Vandemataram Srinivas 's track onto HipHop Hot 50 .,,track,,Vandemataram Srinivas,HipHop Hot 50
1967,Add millie corretjer to the rhythm playlist,,,,millie corretjer,the rhythm
1968,Add give us rest to my  70s Smash Hits playlist.,my,,give us rest,,70s Smash Hits
1969,add this track to my  Hands Up playlist,my,track,,,Hands Up
1970,I'd like for you to add bobby brown to my  enamorÃ¡ndose playlist.,my,,,bobby brown,enamorÃ¡ndose
1971,add Jonathan Sprout  album to my  this is miranda lambert playlist,my,album,,Jonathan Sprout,this is miranda lambert
1972,add ireland in the junior eurovision song contest 2015 to my  Jazzy Dinner playlist,my,,ireland in the junior eurovision song contest 2015,,Jazzy Dinner
1973,Add the album to the The Sweet Suite playlist.,,album,,,The Sweet Suite
1974,Add sarah slean to my playlist Mellowed Out Gaming,my,,,sarah slean,Mellowed Out Gaming
1975,Add this album to the Spanish Beat playlist,,album,,,Spanish Beat
1976,Add lofty fake anagram to the la mejor mÃºsica de bso playlist.,,,lofty fake anagram,,la mejor mÃºsica de bso
1977,Add the track to the work playlist.,,track,,,work
1978,Add a song to this is racionais mc's,,song,,,this is racionais mc's
1979,add track in my playlist called Hands Up,my,track,,,Hands Up
1980,Can you put this song from Yutaka Ozaki onto my  this is miles davis playlist?,my,song,,Yutaka Ozaki,this is miles davis
1981,Add a track to playlist Cena con Amigos,,track,,,Cena con Amigos
1982,Add The Famous Flower of Serving-Men to my  evening acoustic playlist.,my,,The Famous Flower of Serving-Men,,evening acoustic
1983,Add a song to Indie Hipster,,song,,,Indie Hipster
1984,Add the 40 cal  tune to the laundry playlist.,,tune,,40 cal,laundry
1985,Add the album to my  Perfect Concentration playlist.,my,album,,,Perfect Concentration
1986,Add the Matt Murphy  tune to the Flow EspaÃ±ol playlist.,,tune,,Matt Murphy,Flow EspaÃ±ol
1987,add A Very Cellular Song to masters of metal playlist,,,A Very Cellular Song,,masters of metal
1988,Can I put this tune onto my  sin estrÃ©s playlist?,my,tune,,,sin estrÃ©s
1989,I'd like to add jordan rudess onto the Divertido para niÃ±os playlist.,,,,jordan rudess,Divertido para niÃ±os
1990,Add kent james to the disney soundtrack.,,,,kent james,disney
1991,Add the artist  Adam Deibert to my  Perfect Concentration playlist.,my,artist,,Adam Deibert,Perfect Concentration
1992,Can you put the artist  Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,,artist,,Giovanni Giacomo Gastoldi,Chill Out Music
1993,Add the album to the hot 50 playlist.,,album,,,hot 50
1994,add the artist  Pete Murray to my  relaxing playlist,my,artist,,Pete Murray,relaxing
1995,Add the track to the drum & breaks playlist.,,track,,,drum & breaks
1996,For my  fantastic workout can you add sara bareilles ?,my,,,sara bareilles,fantastic workout
1997,Add the boy george  track to the Emo Forever playlist.,,track,,boy george,Emo Forever
1998,Add Ted Heath to the road trip playlist.,,,,Ted Heath,road trip
1999,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years ?,,,last of the ghetto astronauts,,black sabbath the dio years
2000,Add this artist to Showstopper Being Mary Jane,,artist,,,Showstopper Being Mary Jane
2001,put the artist onto Top Latin Alternative .,,artist,,,Top Latin Alternative
2002,Add Michael Wittig music to Country Icon playlist,,,,Michael Wittig,Country Icon
2003,add Highway Patrolman in my playlist this is al green,my,,Highway Patrolman,,this is al green
2004,Add Richard McNamara newest song to the Just Smile playlist,,song,,Richard McNamara,Just Smile
2005,Add Annesley Malewana  album to playlist indietronic,,album,,Annesley Malewana,indietronic
2006,Add the artist to my  dishwashing playlist.,my,artist,,,dishwashing
2007,Add this artist to fairy tales playlist,,artist,,,fairy tales
2008,add Muzika za decu to my  Crash Course playlist,my,,Muzika za decu,,Crash Course
2009,Add a derek watkins  tune to This Is Johnny Cash,,tune,,derek watkins,This Is Johnny Cash
2010,Add our little corner of the world music from gilmore girls to my  The Funny Thing About Football Is playlist.,my,,our little corner of the world music from gilmore girls,,The Funny Thing About Football Is
2011,add the current track to my  This Is Tchaikovsky playlist,my,track,,,This Is Tchaikovsky
2012,Put abe laboriel onto the Escapada playlist.,,,,abe laboriel,Escapada
2013,add abacab to beryl's  party on fridays playlist,beryl's,,abacab,,party on fridays
2014,Please add this track by Paul McGuigan to the Deep House playlist.,,track,,Paul McGuigan,Deep House
2015,can you add the current tune to my  Calm before the storm playlist,my,tune,,,Calm before the storm
2016,Please add The image of you to my playlist Crate Diggers Anonymous,my,,The image of you,,Crate Diggers Anonymous
2017,Add a track to Jazzy Dinner,,track,,,Jazzy Dinner
2018,Add the album to the Hipster Soul playlist.,,album,,,Hipster Soul
2019,add this tune to my  Sleepify playlist,my,tune,,,Sleepify
2020,Add jack white to my playlist This Is Shakira,my,,,jack white,This Is Shakira
2021,add tommy johnson to The MetalSucks Playlist,,,,tommy johnson,The MetalSucks Playlist
2022,Add the chris clark  tune to my  women of the blues playlist.,my,tune,,chris clark,women of the blues
2023,Add an artist to Jukebox Boogie Rhythm & Blues,,artist,,,Jukebox Boogie Rhythm & Blues
2024,add this artist to my  Electronic Bliss playlist,my,artist,,,Electronic Bliss
2025,I need to add to my  Infinite Indie Folk list the works of Rahim Shah,my,,,Rahim Shah,Infinite Indie Folk
2026,Add martin barre to my  punk unplugged playlist.,my,,,martin barre,punk unplugged
2027,add tierney sutton to my  Novedades Viernes SudamÃ©rica playlist,my,,,tierney sutton,Novedades Viernes SudamÃ©rica
2028,Add this tune to dorthy's  80's party playlist,dorthy's,tune,,,80's party
2029,A Very Cellular Song needs to be added to my  masters of metal playlist,my,,A Very Cellular Song,,masters of metal
2030,Add Toyan to my  Epic Gaming playlist.,my,,,Toyan,Epic Gaming
2031,Add the song to the Mac 'N Cheese playlist.,,song,,,Mac 'N Cheese
2032,add this artist to my  spotlight on country 2016 playlist,my,artist,,,spotlight on country 2016
2033,Add a song to my playlist madden nfl 16,my,song,,,madden nfl 16
2034,Add emilie autumn to my  NaÃ§Ã£o Reggae playlist.,my,,,emilie autumn,NaÃ§Ã£o Reggae
2035,add Farhad Darya songs in virales de siempre,,,,Farhad Darya,virales de siempre
2036,add a song in my  All Out 60s,my,song,,,All Out 60s
2037,add we have a theme song to my  House Afterwork playlist,my,,we have a theme song,,House Afterwork
2038,add the song to my  We Everywhere playlist,my,song,,,We Everywhere
2039,Add Roel van Velzen to my  party of the century playlist.,my,,,Roel van Velzen,party of the century
2040,Add the artist to the political punks playlist.,,artist,,,political punks
